Estimate	P.value	fisher_z_trans
JAG1	-0.614103458188336	1.3784527425253e-09	-1.4309656401193
ARHGEF11	-0.358766994842944	0.00115992951786719	-0.750940052606575
PUF60	-0.585138302859822	2.2778903098977e-08	-1.3404817350454
ESPL1	-0.307735583684951	0.00566609366265429	-0.636084371299529
ALKBH5	-0.312681669010783	0.00491180788061804	-0.647029850584006
CNPY3	-0.441575489784246	4.12715150899672e-05	-0.948372440479867
CRLF3	-0.230145335208626	0.0402149896832317	-0.468685850083895
KHDRBS1	-0.315260196905767	0.00455519227134733	-0.652750876804244
FHDC1	-0.54929676511955	2.19749980336838e-07	-1.23474729990834
TBX15	-0.303213216210177	0.00625661580450187	-0.626108740236757
ASXL1	-0.326699484294421	0.0032360670380098	-0.67825778472153
PALM	-0.576887013595874	3.9887979917322e-08	-1.31556868725862
RIMS2	-0.639916940593594	1.65433169328053e-10	-1.51606614814457
FAM171B	-0.486193155180497	6.40752139905617e-06	-1.06212579358824
TSPYL5	-0.70309423347398	0	-1.74678720890605
ANKRD16	-0.243459915611814	0.0297842075731196	-0.496897509132562
SCHIP1	-0.528481012658228	7.16036887800327e-07	-1.17607034770711
MFAP4	-0.349080211262539	0.0015056289494013	-0.728791892001966
SLC17A9	-0.475972808251289	1.04734336747322e-05	-1.03552900677187
ALKBH2	-0.558345053914674	1.28240378265363e-07	-1.26085076202027
HS3ST3A1	-0.488341664436057	4.3201182883221e-06	-1.06776071329706
FAM131A	-0.759868729488983	0	-1.99180876545672
RPL32	-0.620698546647914	4.24027032645407e-10	-1.45228125656363
EBF1	-0.56390391412076	5.13129335654725e-08	-1.27707788370802
BAIAP2L1	-0.597351148616971	9.13966809821768e-09	-1.378037158612
MYO9B	-0.629020159399906	0	-1.47958626072176
TMEM55B	-0.279574303515494	0.0120208775217347	-0.574440443808746
TFDP2	-0.280285982184716	0.0120257995900498	-0.575984819912626
NUCB2	-0.238105005307683	0.0334325987237324	-0.485528524201446
SEMA3F	-0.369268635724332	0.000810488390903661	-0.775151991997618
TBC1D10C	-0.736045101073944	7.33931502202275e-15	-1.88358662361349
PRLR	-0.333921319282101	0.00246934103654686	-0.694470440909652
KCTD8	0.229525401414704	0.0405544399042784	0.467376834623961
MTHFS	-0.361265595796146	0.000993550315221814	-0.756681406047781
TEX10	-0.257430848570089	0.0213990448001867	-0.526709909685914
SIGMAR1	-0.250234411626817	0.0254233900601496	-0.511325733175345
CPVL	-0.563634339170128	5.22356391206206e-08	-1.27628753179692
HPCAL1	-0.274589779653071	0.0139415449065632	-0.563642348367656
DNAJC14	-0.275246132208158	0.0137080589976854	-0.565062379317832
FCHSD1	-0.381106422878575	0.000533636693166208	-0.802706881828443
SDC4	-0.591701828410689	1.4173882961238e-08	-1.36056133494131
DMRT2	-0.457234043117911	2.0105432536818e-05	-0.987617218484071
GINS2	-0.399413970932958	0.000271402700190805	-0.845902942126402
ACAP3	-0.452742616033755	3.03772968654053e-05	-0.97628927902208
TNFRSF10B	-0.404430379746835	0.000224046762386461	-0.857868783347214
PLA2G15	-0.516174402250352	1.39247353628759e-06	-1.14222109409554
KIAA0556	-0.32107360525082	0.00383455451792181	-0.665687303060614
COQ10A	-0.586934991424703	1.0535227991265e-08	-1.34595477017658
PCDHGA1	-0.260929698376856	0.0194002469415421	-0.534211536546309
RNF103	-0.258673230192218	0.0207627293344133	-0.529371940262496
LRRC2	-0.224355368026254	0.0456215238393161	-0.456475287483136
MCM7	-0.31699484294421	0.00432846385457413	-0.6566053758393
MAVS	-0.313117165483374	0.00468378822798273	-0.647995374144542
CYFIP1	-0.377590248476324	0.000605105572709794	-0.794492414659638
MARCKSL1	-0.691701828410689	0	-1.70242289604051
NMD3	-0.43694327238631	6.02367095627568e-05	-0.936893026290328
PANK4	-0.549906235349273	2.12031792647154e-07	-1.23649378781074
CD5	-0.559239095409834	6.96943855417722e-08	-1.26345065993837
BCL2L1	-0.725855602437881	0	-1.83982324193561
SOX8	-0.517346460384435	1.30831405014975e-06	-1.14541925151772
PSMD2	-0.644186591654946	0	-1.53059460816556
BSCL2	-0.274449132676981	0.01399202500342	-0.56333812809131
HSD17B11	-0.296179090482888	0.00784253172069451	-0.610652120561276
LDLRAD2	-0.295850914205345	0.00791386406068479	-0.609932731627058
SEMA7A	-0.812447257383966	0	-2.26837318712415
CPEB1	-0.506985466479137	2.25407196105689e-06	-1.11732790120494
CDC23	-0.308602906704173	0.00552681759547992	-0.638001040271183
DUSP26	-0.484121449383896	5.3698562808941e-06	-1.05670688883081
LYPLA1	-0.474847632442569	1.10459975138194e-05	-1.03262151899544
TSTD1	-0.79115752816185	2.50150927144617e-18	-2.14903710910526
TERF2	-0.477238631036099	9.86267828488687e-06	-1.03880474771483
SRRM3	-0.249601500234412	0.0258063242514069	-0.509975581212681
SLC5A11	0.41573707200734	0.000125530561454385	0.885054472726192
GARNL3	-0.460337552742616	2.16137693453313e-05	-0.995479042056502
TTC38	-0.434997655883732	6.53946203243866e-05	-0.932088614645702
MRPL24	-0.302180028129395	0.00663448985308704	-0.623833934123574
ABCB10	-0.295454145892004	0.00779757036082583	-0.609063187794249
HSPG2	-0.472737927801219	1.21996527288996e-05	-1.02718076768959
MAPK12	-0.622507164258019	7.06109460291147e-10	-1.45817627379379
EVC	-0.261439287388654	0.0194041290264808	-0.535305330300161
ZC3H18	-0.361298640412564	0.00106500616144026	-0.756757416531439
ACSL1	-0.778832630098453	0	-2.0847928575915
AP1S3	-0.253258321612752	0.0236599685564861	-0.517782782886928
PPP1CA	-0.241209563994374	0.0313662980602537	-0.492116004109262
FAIM	-0.392381622128458	0.000353424363299101	-0.829223940223265
TSC22D4	-0.457219878105954	2.48771318414627e-05	-0.987581400472186
LARGE	-0.738045007032349	0	-1.8923434949274
HAS2	-0.391654946085326	0.00036308755105186	-0.82750668273483
CFB	-0.560454758556024	1.12817757992929e-07	-1.26699191939062
ZNF394	-0.323628691983122	0.00355144940166844	-0.671390055581125
LPPR4	-0.238846205725012	0.0328699434794197	-0.487100313763566
TPRA1	-0.422128457571496	0.000111309931050103	-0.900558343089154
FAM49B	-0.601312705110174	6.55630962026766e-09	-1.39040162500571
ELL3	-0.279689871605082	0.0119840871848375	-0.574691186595977
SNHG7	-0.59957805907173	7.60587451410825e-09	-1.38497631690641
TRA2A	-0.398490380283333	0.000251251997615154	-0.843706105856478
TMEM167B	-0.538513830285982	4.08993414391036e-07	-1.20412009880596
HHATL	-0.834849267174774	6.43158312282447e-22	-2.4078590247277
CASC3	-0.411275199249883	0.000171675161107655	-0.874290128142174
F2RL2	-0.312803922185402	0.0047275752822729	-0.647300864253993
ASAP3	-0.392686357243319	0.000349442942942754	-0.829944424846616
CXCL1	0.410951465305976	0.000152761468567749	0.873510971773534
CYB5B	-0.576160337552743	4.18434091175937e-08	-1.31339177316087
ANKRD53	-0.32121425222691	0.00381846089499786	-0.66600094386309
MT1A	-0.427077045700288	7.78982285420594e-05	-0.912632359935846
PEX12	-0.252297233942804	0.0242087436516004	-0.515729403365768
LPCAT2	-0.350459156470836	0.00143761597432668	-0.731934210805531
LRRC14B	-0.532051808919346	3.79404245952625e-07	-1.18600558059068
SLC35D2	-0.317299578059072	0.00428969028110302	-0.65728300345694
ELOVL3	-0.481962612602615	5.99520967896972e-06	-1.05107516177654
MGP	-0.256211908110642	0.0220395365007048	-0.524099877911655
STEAP3	-0.245007032348804	0.028736167531189	-0.500188022519423
FAM192A	-0.493881856540084	4.38545931312548e-06	-1.08236315681208
ZNF778	-0.300164088138772	0.00702054346199249	-0.619399861191667
HMHA1	-0.35154711673699	0.00147441957295411	-0.734415881495263
PHACTR1	-0.542428504453821	3.27205261728068e-07	-1.21518025734632
SIPA1L2	-0.397163619315518	0.000295510217074943	-0.840553656555124
TCEA3	-0.755548262719624	5.54468534640858e-16	-1.9715185916292
DNAJC6	-0.253727144866385	0.0233961539626065	-0.518784818808816
TOR1A	-0.224402250351617	0.0455754371934974	-0.456574023060452
GABARAPL2	-0.419784341303329	0.000122372456248778	-0.894860406970295
IL32	-0.637834036568214	0	-1.5090273692206
DFNA5	-0.550375058602907	2.06269538110178e-07	-1.23783838225619
ADAM11	-0.493272386310361	4.52064108531172e-06	-1.08075161505461
JPH3	-0.27712304924907	0.012824674874799	-0.569126194380079
SOCS6	-0.267205813408345	0.0168159236064441	-0.547704728467044
SUCLG1	-0.389123300515706	0.00039868293035265	-0.82153297044872
LTBP4	-0.326396661964477	0.0031285854032456	-0.677579849333076
STAU2	-0.604031879981247	5.13479002048306e-09	-1.39894196051835
FXYD3	-0.654116876719041	4.72266504672384e-11	-1.56492161215106
SPATS2	-0.23694327238631	0.0345609702428104	-0.4830661356778
MECOM	-0.423745897796531	0.00010422595117907	-0.904497920413748
TNKS1BP1	-0.497069854664791	3.73831214560217e-06	-1.09081376205125
PLAT	-0.548218471636193	2.34058835075039e-07	-1.23166145708363
LYRM5	-0.282676980778247	0.0112927991311411	-0.58117831013058
ID1	-0.327613689639006	0.0031471554145826	-0.680305349402396
SLC1A4	-0.727168307548054	0	-1.84538343609924
PVRL1	-0.620018752930145	5.25096941534941e-10	-1.45007110235572
RAD51	-0.321308016877637	0.00380776540672302	-0.666210055286386
LZTR1	-0.326408382614504	0.00312744665635975	-0.677606085833308
RPP14	-0.531250183144279	3.97953211777735e-07	-1.18377060732071
EGFL7	-0.314838255977496	0.00461191912846277	-0.651814004739933
MTA2	-0.33843376954267	0.00213661558678383	-0.704645280460665
EPHX1	-0.596225972808251	1.00028371065523e-08	-1.3745419721212
CPSF1	-0.646225972808251	0	-1.5375822898049
PLOD2	-0.393975621190811	0.000333050996344831	-0.832994888463973
ATP2B1	-0.300445382090952	0.00696550995888202	-0.620018213969424
MAF	-0.53609939052977	4.68714952957308e-07	-1.19733129343693
MRVI1	-0.462306610407876	1.97641084268979e-05	-1.00048184828156
ANK3	-0.382582705939733	0.000461234902079257	-0.806163432284384
RRP7A	-0.273722456633849	0.0142553777974244	-0.561766727555068
USP36	-0.268377871542428	0.016328033087248	-0.550229933829692
ZEB1	-0.457899671823722	2.41285362037424e-05	-0.989301006362999
ITGB1BP1	-0.323417721518987	0.00357409509829302	-0.670918788403588
SLC43A3	-0.566736990154712	7.65329593103744e-08	-1.28540542871595
NSUN4	-0.566971401781528	7.54174682081582e-08	-1.28609621937509
RPS15A	-0.254289732770745	0.0230828996777157	-0.519987598338451
TALDO1	-0.230918893577121	0.0395349531680097	-0.470319803464172
MYL12A	-0.443037974683544	4.64278019377481e-05	-0.952008814476234
TBC1D8	-0.491725269573371	4.88165845593887e-06	-1.07666651881295
KLF15	-0.733825597749648	0	-1.87393383278668
ATP5C1	-0.256985466479137	0.021631195067385	-0.525756041334495
USP7	-0.264111579934365	0.0181649488129259	-0.541046342011037
CLSPN	-0.281871564383688	0.0113076946084819	-0.579428015934192
SLC7A4	-0.481926863572433	7.8799807222356e-06	-1.0509820325144
GPR3	-0.413150492264416	0.000159448248694726	-0.878808470787366
CDR2L	-0.264791373652133	0.017860829589806	-0.542508161238758
NAMPT	-0.287482419127989	0.00993688433905961	-0.591639390651967
NPTXR	-0.22786115718369	0.0420725652220417	-0.463864656070507
INPP5B	-0.485633413237437	4.96892382656492e-06	-1.06066028613032
TAF15	-0.399695264885138	0.000268520264615148	-0.846572405830225
HEXB	-0.399601500234412	0.000269477924531271	-0.846349231363909
ZEB2	-0.362306610407876	0.001029223127031	-0.7590769918957
ESF1	-0.226793248945148	0.0432757479005633	-0.461612450632013
ESRRG	-0.681085522129206	3.6018789247771e-12	-1.66227203546841
PKD1	-0.463291139240506	1.88959203193195e-05	-1.00298759400037
MAFB	-0.758977965307079	0	-1.98759985825745
USP33	-0.26812001875293	0.0164343050680854	-0.549674242057896
TMEM57	-0.355414908579466	0.00129744976116061	-0.743256051342163
HP1BP3	-0.380370255340892	0.000500694217372969	-0.800984929517806
RPL5	-0.403727144866385	0.000230190387449832	-0.85618785150688
MAPK1	-0.492240975152368	4.75840268410458e-06	-1.07802730472058
FGGY	-0.411556493202063	0.000169787438680711	-0.874967343568316
RSBN1	-0.486333802156587	6.36370260117216e-06	-1.06249419742981
HOXD3	0.238282062950362	0.0332974626354231	0.485903939086917
PMM1	-0.559751523675574	1.17754249314513e-07	-1.26494252142435
GMPPB	-0.238560712611346	0.0333189803150581	-0.486494827311872
DTYMK	-0.427730895452414	8.85192667421221e-05	-0.914232333335338
PCMT1	-0.580942334739803	3.04132184814748e-08	-1.32776782625703
GNB1L	-0.236333802156587	0.0350389634067235	-0.481774888151636
DUSP1	-0.234177215189873	0.03677519276637	-0.477209012967006
USMG5	-0.245475855602438	0.0284248218894836	-0.501185670986371
PASK	-0.295968120018753	0.00788832281006136	-0.610189638661682
EMX2OS	-0.376715620227706	0.000572685102918692	-0.792453073170368
RTKN	-0.507219878105954	2.2268904094879e-06	-1.1179590181596
ZNF692	-0.289779653070792	0.00934073945374714	-0.596651401517666
COL22A1	-0.433638068448195	6.923986327899e-05	-0.928737267432753
DENND2D	-0.736005625879044	0	-1.88341434315742
ZUFSP	-0.330543834974215	0.00287676351585291	-0.686877347324743
IFNAR1	-0.385888420065635	0.000448831546817972	-0.813920033591608
IGDCC4	-0.391983122362869	0.000358693822991219	-0.828282075229059
PCBD2	-0.41377410791913	0.000136106285382056	-0.880312883082799
NBEAL2	-0.566080637599625	7.97383662284553e-08	-1.28347265202863
REPS1	-0.508485700890764	2.08538474812059e-06	-1.12137054756914
PARP9	-0.555485232067511	1.52321362448793e-07	-1.25255954418546
RPUSD1	-0.314439756211908	0.00466607192462163	-0.650929434798542
SEC16B	-0.224683544303797	0.0452997281723169	-0.457166482485055
NACC2	-0.601734646038444	6.31859913544658e-09	-1.39172397310885
GNAZ	-0.46657290201594	1.62531682818535e-05	-1.01136118592359
CADPS2	-0.45506329113924	2.73983697248779e-05	-0.982135020335451
ZPLD1	0.274114444435995	0.0138746443793861	0.562614297460444
ALG14	-0.477332395686826	9.81879539863379e-06	-1.03904759886312
NDUFB5	-0.482958274730427	7.49732950432469e-06	-1.05367062825488
NCF1	-0.300351617440225	0.00698381191976479	-0.619812083617626
HGSNAT	-0.656282231598687	0	-1.57250987019919
ENTPD5	-0.229582747304266	0.0407156762827818	-0.467497906283047
UBE2Z	-0.466783872480075	1.60957314959391e-05	-1.0119006065913
ATG9A	-0.227308954524144	0.0427926137256824	-0.462699923437979
PCDHA2	0.605318684433788	2.71696216219887e-09	1.40299892990271
MDC1	-0.550729903489904	1.20383219433114e-07	-1.2388567464192
ADH1C	-0.264022354959816	0.0179582542762997	-0.540854515755457
SIM2	-0.286755743084857	0.0101322846904508	-0.590055463704286
ZNF493	-0.256506425850782	0.0216344101212604	-0.524730347899562
HDLBP	-0.383239568682607	0.000494139804226814	-0.807702871953455
ASAH1	-0.444866385372715	4.29004796872428e-05	-0.956563297553417
ABI3BP	-0.223607871650048	0.0461677913462024	-0.454901332854404
PRPF38B	-0.324706985466479	0.00343769947418264	-0.673799878634921
KLHL38	-0.638177673344722	1.92034373209984e-10	-1.51018644722161
BOLA3	-0.269057665260197	0.0160507072483154	-0.551695336986059
TWISTNB	-0.23187998124707	0.0387034786902934	-0.472350726173129
P2RX4	-0.415260196905766	0.000146659267135906	-0.883901710659736
ELL	-0.252977027660572	0.0238194742968946	-0.517181683400695
SCP2	-0.438185654008439	5.71441148579622e-05	-0.939966185548853
PAPLN	-0.246694796061885	0.0276286895694366	-0.503780702176002
MCOLN1	-0.250328176277543	0.0253670730044757	-0.511525794461195
SSBP4	-0.31896390060947	0.00408334738020486	-0.660986469457145
SIDT2	-0.409892170651664	0.000181242164322117	-0.870963223924496
NAPSB	-0.335259438131773	0.00236613105199801	-0.697484055627471
SCCPDH	-0.538138771683075	4.1777208814763e-07	-1.20306390030506
TPST1	-0.225058602906704	0.0449342717896	-0.457956551101635
WDTC1	-0.522471416273718	6.65871238475097e-07	-1.15946620586731
MRTO4	-0.526863572433193	7.82497251746219e-07	-1.17158718042187
NHEJ1	-0.669409282700422	0	-1.61934401325317
LRRFIP1	-0.34493670886076	0.00182817999430762	-0.719370375659048
KAT2B	-0.424542897327707	0.000100891395120821	-0.906441581286425
TBCE	-0.45210970464135	3.12407910397406e-05	-0.974697670735616
G2E3	-0.243670886075949	0.0296394141973639	-0.49734605993775
SNX27	-0.284950773558369	0.0106322777882949	-0.586124299586447
SPATA17	-0.275875829713441	0.0132512654172579	-0.566425263431881
FKBP4	-0.335585651585999	0.00234156460257465	-0.698219191410961
PVT1	-0.806188466947961	0	-2.23208787678039
PHLDA3	-0.410525082044069	0.000176804444619354	-0.872485141586367
OTUD3	-0.507712142522269	2.17081450836359e-06	-1.11928502184888
SRGAP2	-0.395147679324894	0.000318766564930387	-0.835771221791292
TIPIN	-0.283403656821378	0.0110779074526378	-0.582758232793867
TMEM44	-0.546835443037975	2.53701584855037e-07	-1.22771115333084
GNB3	-0.387737764966105	0.000380083932854753	-0.818269513722739
MT1L	-0.397107343580094	0.000265201128704876	-0.840420029951943
NAAA	-0.532184716361932	5.83422600013667e-07	-1.18637639014535
ACTN1	-0.411673699015471	0.000169006571601968	-0.875249572371602
GPT	-0.340834505391467	0.00208464070510912	-0.710072831443288
FBLN2	-0.399484294421003	0.000270679428544087	-0.846070291265993
PCDH18	-0.345733708391936	0.00178179793544477	-0.721180209101466
CLIP3	-0.478129395218003	9.45313158014725e-06	-1.04111297158985
PIGZ	-0.596366619784341	9.89149107697421e-09	-1.37497847203142
CBS	-0.508438818565401	2.09047047375076e-06	-1.12124408912831
MED22	-0.459915611814346	2.20306677087824e-05	-0.994408511138107
NRIP2	-0.358298171589311	0.00117833000052396	-0.749864096649689
LOXL3	-0.435724331926864	6.34218691808057e-05	-0.933881856502745
ADPRHL2	-0.394069385841538	0.00033188691548461	-0.833216883291441
SMAD7	-0.327029577065959	0.00306762070819525	-0.678996942167557
TRMT12	-0.580637599624941	3.10474042631285e-08	-1.32684812522586
DHRS7	-0.325082044069386	0.00339890632268427	-0.67463851984006
ZNF598	-0.427660571964369	8.87762531237421e-05	-0.914060198901865
TOR3A	-0.54662447257384	2.56831429951159e-07	-1.22710931458108
HNRNPL	-0.22079231129864	0.0492390153533979	-0.448977742716503
RPL29	-0.496976090014065	3.7559854886465e-06	-1.09056470862429
ROGDI	-0.257219878105954	0.0215087429843738	-0.526258048136308
RFT1	-0.484294421003282	7.02758726722131e-06	-1.0571587816545
ZNF213	-0.276441631504923	0.0132915106265588	-0.567650292218168
CD47	-0.231926863572433	0.038663296232147	-0.472449820010935
RNPS1	-0.384857008907642	0.000465999701065841	-0.811497424003129
CAPS	-0.395030473511486	0.000320169188785376	-0.835493451506187
PKN1	-0.311720581340835	0.00505095921793436	-0.644900088027177
SEPP1	-0.238443506797937	0.0334076975376127	-0.486246277353721
CLEC18A	-0.455250820440694	2.7169987898249e-05	-0.982608082194621
PEX3	-0.381293952180028	0.000530051792448561	-0.803145707809054
GSS	-0.357032348804501	0.00122934486920459	-0.746961084231929
CCDC153	-0.257501172058134	0.0213625855285563	-0.526860541881507
SND1	-0.41615096108767	0.000141550364426832	-0.886055425109244
SACS	-0.41375996249414	0.000155651454792892	-0.88027874823986
ATP8A2	-0.503522746481954	1.92793182361269e-06	-1.10802846255817
GTF3C6	-0.43609939052977	6.24254945924314e-05	-0.934807949048711
BFAR	-0.766760431317393	0	-2.02483676668488
ZNF276	-0.398616971401782	0.000279725268369221	-0.844007099427691
SALL2	-0.272387906637979	0.0145101708566648	-0.558882588059321
PEBP4	-0.227805814677179	0.0421238479232367	-0.46374791104532
YBX2	-0.272128457571496	0.0148481808520861	-0.558322147538915
POFUT1	-0.312423816221285	0.00494880202381064	-0.646458311826846
FYB	-0.488302859821847	5.77912323017876e-06	-1.06765880257799
USP10	-0.418377871542429	0.000129490686393437	-0.891448180589082
MAP3K10	-0.376230661040788	0.000635014982090925	-0.791322985086497
PCDHGB4	-0.298992030004688	0.00725401005853431	-0.616824624731096
FGD6	-0.452320675105485	3.09504421479853e-05	-0.975228079507449
RCAN3	-0.522855133614627	9.73293162121293e-07	-1.16052208137976
PDLIM2	-0.395405532114393	0.000315700690052178	-0.836382423770742
RPS12	-0.524733501729016	5.83962472549222e-07	-1.16569922510881
ENTPD6	-0.613009845288326	1.93261366828304e-09	-1.42745792913446
HIC1	-0.443014533520863	4.64747319736011e-05	-0.951950483373372
DBNDD2	-0.476066572902016	1.04270009286434e-05	-1.03577147900854
COL6A2	-0.293942182038463	0.0081339365967513	-0.605751663215225
GPR155	-0.322386310360994	0.00368667951774936	-0.668615848075633
HAGH	-0.28117674636662	0.0117480052402195	-0.577918762667852
MKNK1	-0.540553211439287	3.64235332200701e-07	-1.2098737269326
SEC61G	-0.237576183778715	0.0340704118789433	-0.484407464859909
F11R	-0.740084388185654	0	-1.90133188160333
STARD5	-0.310501640881388	0.00523248491250784	-0.642200957448933
WDR36	-0.291983122362869	0.00879868561900637	-0.601465689190478
MAP7D1	-0.424027191748711	0.000103037538043745	-0.905183735434262
PISD	-0.511861228316924	1.74844328058774e-06	-1.13049703868255
MEGF6	-0.500750117205813	3.10346792079285e-06	-1.10061360269798
MSRA	-0.643811533052039	0	-1.5293129374741
TMEM144	-0.457149554617909	2.49558011636851e-05	-0.987403587383881
EGR2	-0.420478319734832	0.000103039644782613	-0.896545864660225
KPNA1	-0.28441162681669	0.0107857577738217	-0.584950910652655
TMEM45A	-0.605133614627286	4.62831271034594e-09	-1.40241483829063
EIF4ENIF1	-0.225130245727294	0.0446657200875591	-0.458107484142731
TESK2	-0.577238631036099	3.89719112880972e-08	-1.316623014838
AXIN1	-0.540998593530239	3.55097738601494e-07	-1.21113264836019
PRDM7	-0.271871148307042	0.0147052143180591	-0.55776641364946
EDNRA	-0.637111094192224	2.10323553476128e-10	-1.50659169675497
COMMD7	-0.257102672292546	0.0215698945218921	-0.526007036636319
CDCA7L	-0.738513830285982	0	-1.89440451289108
ATP1B2	-0.26361931551805	0.018387951327206	-0.53998813555298
FMN2	-0.463022662654227	1.52729299704723e-05	-1.00230400015349
CYP26B1	-0.509095171120488	2.02032593658714e-06	-1.12301524797454
SOS1	-0.32794186591655	0.00311577712188922	-0.681040707578737
RAVER2	-0.316924519456165	0.00433745590429932	-0.656449020909039
SMEK1	-0.374238162212846	0.000681297472581522	-0.786684944814294
TMEM189	-0.280801687763713	0.0118642806385692	-0.577104342992531
PIK3R3	-0.564556962025316	8.7666816899055e-08	-1.27899398064424
PRKACA	-0.365963431786217	0.000908406231864247	-0.767508638139613
ADSS	-0.24557105937517	0.028118820278687	-0.501388292941769
FUBP1	-0.313572433192686	0.00478589749576894	-0.649005043984338
RPL17	-0.233966244725738	0.0369488516448834	-0.47676261402869
ZNF772	-0.318799812470699	0.00410328941710376	-0.660621144919574
GOLGA4	-0.36515685160526	0.000867031250321053	-0.765646652639767
RCC1	-0.498781059540553	3.42923815938109e-06	-1.09536441722681
IMMT	-0.428832630098453	8.45823435519218e-05	-0.916930763405247
CHPT1	-0.358977965307079	0.00115173488324276	-0.751424368291799
MFHAS1	-0.457266760431317	2.48248146372473e-05	-0.987699950562619
TRIM2	-0.534388185654008	5.15945125925023e-07	-1.1925347338978
CCDC28B	-0.414955461790905	0.000148445899876726	-0.883165355791225
STRN3	-0.221308016877637	0.0487012036952497	-0.450062141049006
ATP11A	-0.719596812001875	0	-1.81361660614068
RAB27A	-0.384880450070323	0.00046560291242122	-0.811552458212341
GNA15	-0.745968120018753	0	-1.92760470648637
