Estimate	P.value	fisher_z_trans
DFFB	0.35334469899668	0.00130419891416808	0.738520974699066
NPHP4	0.367365076427874	0.000801928957016342	0.770747349271494
KCNAB2	0.427605718093465	7.61528550488902e-05	0.913925939045782
RPL22	0.525647913125945	5.5363557872467e-07	1.16822461461124
RNF207	0.274637878680002	0.0136867955545464	0.563746392690599
ICMT	0.683932902696454	2.7012787818187e-12	1.67293282571753
GPR153	0.388625086333564	0.000367514677981019	0.820359012426478
PLEKHG5	0.341375835715501	0.00194197915516679	0.711298049626541
NOL9	0.5291916069223	4.49595583698593e-07	1.17804331077061
TAS1R1	0.271458858115382	0.0148624487994962	0.556876128540069
ZBTB48	0.565809776151298	4.52176888290422e-08	1.28267565613257
KLHL21	0.607152870442103	2.36208598623685e-09	1.40879893617276
PHF13	0.630777495751134	3.58417152698279e-10	1.48541271647708
DNAJC11	0.569353469947653	3.56672060686376e-08	1.29313137321037
CAMTA1	0.700470140412776	4.75334720323951e-13	1.73644593428759
VAMP3	0.65794581485652	3.32970976201666e-11	1.57836549352879
PER3	0.477217431242431	7.61777751708468e-06	1.03874984399152
ERRFI1	0.422880793031659	9.31251898047473e-05	0.902389979958681
RERE	0.366181692289984	0.000836242072219293	0.768012709280773
ENO1	0.363819229759081	0.000908767137051959	0.762561547225459
SLC2A5	0.223254017507615	0.0465228358804681	0.454156438395583
GPR157	0.484307657027101	5.31888875700665e-06	1.0571933651819
H6PD	0.571715932478556	3.04018389694608e-08	1.30013656754341
SPSB1	0.640227345874747	1.61072877949566e-10	1.517117821103
SLC25A33	0.689839059023712	1.47172787434984e-12	1.69529724483581
TMEM201	0.315981215255486	0.00429982966761796	0.654352457339194
PIK3CD	0.600068999438456	4.0360115018503e-09	1.38650999831482
CLSTN1	0.363819229759081	0.000908767137051959	0.762561547225459
CTNNBIP1	0.52210421932959	6.80150267288535e-07	1.15845633467797
LZIC	0.574078395009459	2.58811176120103e-08	1.30716993047851
NMNAT1	0.650858427263811	6.33366862309626e-11	1.55357319806772
RBP7	0.341377836294712	0.00194185242275312	0.711302578580899
UBE4B	0.661489508652875	2.39868579625196e-11	1.59091468787986
KIF1B	0.425243255562562	8.42438513243629e-05	0.9081508856593
PGD	0.473673737446076	9.08884884690729e-06	1.02959241176841
DFFA	0.592981570311231	6.80965542468566e-09	1.36450427446453
PEX14	0.551638233735746	1.13642736535141e-07	1.24146615621843
CASZ1	0.512627757528797	1.16603840192584e-06	1.13257546475875
TARDBP	0.354369379635469	0.0012595866839543	0.740863677353307
SRM	0.243925685795357	0.0292240630080686	0.497887862847134
EXOSC10	0.682751671431003	3.04494374711554e-12	1.66850079408126
MTOR	0.678026746369196	4.88894942971251e-12	1.6509053474974
UBIAD1	0.644952270936553	1.06859557759571e-10	1.53321441964617
FBXO2	0.489029743896947	4.16844494799889e-06	1.06956862696312
FBXO44	0.634324906886715	2.6630448282685e-10	1.49723988167044
FBXO6	0.538641457045912	2.55064787734013e-07	1.20447964416845
MAD2L2	0.584709476398523	1.23431732380245e-08	1.33917804168684
AGTRAP	0.374450311148145	0.000621929034750004	0.787178391095454
MTHFR	0.65794581485652	3.32970976201666e-11	1.57836549352879
CLCN6	0.461861424791561	1.61453229419132e-05	0.999349749401094
NPPA	0.310373467410639	0.00507984927820273	0.641917271249387
KIAA2013	0.550453769700428	1.22506369966031e-07	1.23806422481639
PLOD1	0.563447313620395	5.28850313661017e-08	1.27573940871735
MFN2	0.69574521535097	7.90248068209733e-13	1.71801212048044
MIIP	0.434693105686175	5.59975030410973e-05	0.931337482231747
VPS13D	0.629596264485683	3.95351569125043e-10	1.48149398481785
PRDM2	0.640227345874747	1.61072877949566e-10	1.517117821103
KAZN	0.731182153314517	1.34928081830225e-14	1.86252577938228
TMEM51	0.408708413003358	0.000167316697844373	0.868119269676115
EFHD2	0.367362923555436	0.000801990200427893	0.770742371783167
CTRC	0.239392919902966	0.0324600384050817	0.48826005397278
CASP9	0.611877795503909	1.64024468559709e-09	1.42383486087691
DNAJC16	0.630777495751134	3.58417152698279e-10	1.48541271647708
AGMAT	0.451230343402497	2.65997869562608e-05	0.972488203895952
DDI2	0.412249711642595	0.000144880380782731	0.876637073989975
RSC1A1	0.489029743896947	4.16844494799889e-06	1.06956862696312
PLEKHM2	0.511473137940526	1.24381751782808e-06	1.12944558343853
FBLIM1	0.231521328028506	0.038794087144373	0.47159272635947
SPEN	0.528010375656848	4.82025855044631e-07	1.17476475703464
ZBTB17	0.570534701213104	3.29346135260755e-08	1.29663047066363
HSPB7	0.353188148370017	0.00131113927081944	0.738163227623363
CLCNKB	0.31775121040647	0.0040767786238091	0.658287548827514
EPHA2	0.516201088099617	9.53381253357519e-07	1.14229385216675
ARHGEF19	0.337832141919147	0.00217851316452352	0.703286692496856
RSG1	0.524466681860493	5.93103364854062e-07	1.16496296183884
FBXO42	0.77134401633987	5.69592811332089e-17	2.04727524940826
SZRD1	0.535097763249557	3.16114783124019e-07	1.19452220747096
NECAP2	0.669758127511036	1.09669166345053e-11	1.62060872817329
ATP13A2	0.424062024297111	8.85814801725331e-05	0.905268673585294
CROCCP2	0.29530781636289	0.00782958133993804	0.608742553409528
CROCC	0.516198063002333	9.53544706839605e-07	1.14228560420334
MFAP2	0.442961724544336	3.87803919421591e-05	0.951819078782819
MST1L	0.354371456361293	0.00125949768845344	0.740868427295002
NBPF1	0.551638233735746	1.13642736535141e-07	1.24146615621843
SDHB	0.545728844638622	1.64825429137173e-07	1.22455654393953
PADI1	-0.232708014304315	0.037777972080091	-0.474101251642504
RCC2	0.589434401460329	8.80594372291531e-09	1.35359779189423
ARHGEF10L	0.562266082354943	5.71671375436637e-08	1.2722814312943
ACTL8	-0.272993388554845	0.0142844892076495	-0.560190833310363
ALDH4A1	0.341593099754327	0.00192825936572946	0.711789937567477
IFFO2	0.61136406058595	1.70708998414797e-09	1.42219332486535
UBR4	0.549468558750123	1.30374561044515e-07	1.23523941928837
EMC1	0.613119413140374	1.48885713900838e-09	1.42780902276135
MRTO4	0.723476667684806	3.448367736107e-14	1.82980364620787
AKR7L	0.23648753059915	0.0346885412939231	0.482100546059034
AKR7A2	0.503922812116213	1.8863757631827e-06	1.10910064611082
PQLC2	0.543629360463724	1.87781147011963e-07	1.21858636488753
CAPZB	0.626397910819535	5.14535031489431e-10	1.47093167940663
MINOS1	0.583335908811236	1.36025967977394e-08	1.33500887451471
TMCO4	0.662749005506259	2.13249892427692e-11	1.59540009514661
OTUD3	0.520272567318129	7.55801920644693e-07	1.1534268243329
UBXN10	0.646399250304343	9.41060625474422e-11	1.53817745878391
CAMK2N1	0.436188111993987	5.24354106572166e-05	0.935027074279392
MUL1	0.581000229496677	1.6029703777219e-08	1.32794261017143
PINK1	0.508594170745332	1.45960529050955e-06	1.12166316083415
DDOST	0.668588203792658	1.22695877634618e-11	1.6163714614868
HP1BP3	0.471809986492783	9.96545648859875e-06	1.02479211265973
EIF4G3	0.383635327416398	0.00044347860762987	0.808630820388915
NBPF3	0.353271496327125	0.00130744005840861	0.738353687460658
ALPL	0.261012163402024	0.0193605464458078	0.534388520215918
RAP1GAP	0.335753901467929	0.00232898378854784	0.698598420511231
USP48	0.450202187881344	2.78912951423814e-05	0.969907669301859
LDLRAD2	0.399985082618315	0.000236937513134781	0.847262343064057
HSPG2	0.42334187576391	9.13265124490783e-05	0.903513233993649
CDC42	0.690777157280973	1.33462891726094e-12	1.69888136777002
LINC00339	0.674427402079057	6.97161272592113e-12	1.63764106444288
WNT4	0.286704635862179	0.00992655516354509	0.589944093005849
ZBTB40	0.630049495102426	3.80768923279259e-10	1.48299643229022
KDM1A	0.581000229496677	1.6029703777219e-08	1.32794261017143
LUZP1	0.673259562421777	7.81405687914737e-12	1.63336275002172
HNRNPR	0.279697597918501	0.0119816310583936	0.574707950651133
ZNF436	0.670923883107217	9.80153746419709e-12	1.62484289351375
TCEA3	0.350353950365928	0.00144270542679406	0.73169434697416
ASAP3	0.419838356792071	0.000105840659749622	0.89499155097253
RPL11	0.507426331088052	1.55682054329373e-06	1.11851502816757
TCEB3	0.6604133261917	2.65112549052628e-11	1.58709262921897
PITHD1	0.745356928499936	2.20152187399443e-15	1.92485151224505
GALE	0.526829144391397	5.16659174302416e-07	1.17149186903416
HMGCL	0.676845515103745	5.49581776528547e-12	1.64653914748978
LYPLA2	0.581165782602168	1.58449150285401e-08	1.32844251195097
FUCA1	0.382718930006306	0.000458900914630534	0.806482615794015
PNRC2	0.600065482849393	4.0370719150916e-09	1.38649900758824
IFNLR1	0.318934310725164	0.00393348741033272	0.660920587626621
STPG1	0.450049112137045	2.80885048011098e-05	0.969523725835499
NIPAL3	0.344919529511856	0.00172882073692263	0.71933137709068
RCAN3	0.402799861518983	0.00021199813746387	0.853973121999612
SRRM1	0.510291906675075	1.32843557275994e-06	1.12624874112478
RUNX3	0.269188618531155	0.0157545211558764	0.551977693865153
RHCE	0.34627257551036	0.00165316581380279	0.722404515057867
RHD	0.385483135406382	0.000413814315935154	0.812967818975883
SYF2	0.597349984698593	4.9403414411833e-09	1.37803353930695
TMEM50A	0.545965039778284	1.62416180636584e-07	1.22522941558266
TMEM57	0.463042656057012	1.52583030098924e-05	1.00235489980608
LDLRAP1	0.646133502202004	9.63333662406348e-11	1.53726476785673
MAN1C1	0.239789946886667	0.0321650616367076	0.489102465809303
SEPN1	0.376812773679048	0.000570655045913103	0.792679525228328
MTFR1L	0.746538159765387	1.88266048574872e-15	1.93017763320564
AUNIP	0.64258980840565	1.31311556242416e-10	1.52514530848506
PAQR7	0.556359926027686	8.39954639158662e-08	1.25509140344095
STMN1	0.416974636704401	0.000119258938683755	0.888048650039928
PAFAH2	0.610700143129295	1.79733712941977e-09	1.42007434799993
EXTL1	0.419337099235304	0.000108083600696852	0.893774826827663
SLC30A2	0.457136499729754	2.01979271897409e-05	0.987370579662244
TRIM63	0.569353469947653	3.56672060686376e-08	1.29313137321037
PDIK1L	0.362049504582455	0.000966789918407057	0.758485146080921
FAM110D	0.263933309275666	0.0179984483236469	0.540663084644846
ZNF593	0.435020272336708	5.51992916758301e-05	0.932144404897074
CNKSR1	0.231930371153831	0.03844129750047	0.472457233977546
CEP85	0.478230339656058	7.24024429033767e-06	1.04137470808204
SH3BGRL3	0.230648332312751	0.0395560514006471	0.469748238781135
UBXN11	0.514433369031731	1.05353860309015e-06	1.13748011387466
DHDDS	0.645231410647063	1.04276943333687e-10	1.53417061252701
HMGN2	0.616035419215069	1.18402699952967e-09	1.43718084587761
RPS6KA1	0.573993191552998	2.60323992436972e-08	1.30691577498649
ARID1A	0.546043730863988	1.61620952472234e-07	1.22545364529228
PIGV	0.571266580805762	3.13426862656319e-08	1.2988019871707
ZDHHC18	0.598578130485719	4.51022421269998e-09	1.38185692670859
GPN2	0.526096130243179	5.39319810746784e-07	1.16946371007033
GPATCH3	0.697135948476365	6.81123169010969e-13	1.72341334310474
NUDC	0.42664212996886	7.93617925352992e-05	0.911568724350294
NR0B2	0.288704355356503	0.00939968654267764	0.594304458312748
TRNP1	0.251393019522471	0.0244873702625831	0.513798505277843
FAM46B	0.331757542552259	0.00264480143125093	0.68960374148722
SLC9A1	0.548060406473267	1.42456441270371e-07	1.23120954739659
WDTC1	0.497502609519618	2.6672235272641e-06	1.09196362572626
TMEM222	0.431516753364868	6.43240369168893e-05	0.923517984496133
SYTL1	0.383635327416398	0.00044347860762987	0.808630820388915
MAP3K6	0.37662828947272	0.000574515535850348	0.792249533025938
CD164L2	0.242051781810776	0.03052724119843	0.493904884329183
GPR3	0.433852432679428	5.80979790910085e-05	0.929265345913704
WASF2	0.554139917379242	9.68803282643424e-08	1.24867237709417
AHDC1	0.440859470623106	4.26157757978574e-05	0.946594233327541
FAM76A	0.33108254283881	0.00270177922095744	0.68808716203248
STX12	0.571657512238438	3.05226217005647e-08	1.29996300108096
PPP1R8	0.600853503670432	3.80597368238035e-09	1.38896369756915
RPA2	0.721140988370247	4.55457431570734e-14	1.82003639577312
XKR8	0.632385174416986	3.13419225043111e-10	1.49076180099669
EYA3	0.524943925947248	5.76847686073113e-07	1.16628007079024
DNAJC8	0.536622322520046	2.88324581354844e-07	1.19879954987568
ATPIF1	0.461880584454142	1.61305587314369e-05	0.999398459880818
SESN2	0.486405217257017	4.77526666708028e-06	1.06268128393526
MED18	0.568153993266599	3.86617620329364e-08	1.28958534727939
PHACTR4	0.666252524478098	1.53283634544805e-11	1.60794774085086
RCC1	0.508594170745332	1.45960529050955e-06	1.12166316083415
SNHG3	0.368455571134835	0.000771448649802072	0.773269768765829
TRNAU1AP	0.623042457158748	6.76196714187514e-10	1.45992516420341
TAF12	0.570489672581159	3.30350256722692e-08	1.29649695672963
GMEB1	0.51910472766085	8.08112595971846e-07	1.15022692797996
YTHDF2	0.449034348224065	2.94290659241932e-05	0.966980177583127
EPB41	0.635888693388825	2.33335829907328e-10	1.50248187073561
SRSF4	0.696616355567372	7.2007948813923e-13	1.72139300967324
PTPRU	0.251669446143787	0.024325353488713	0.514388698870503
MATN1	0.341415853983702	0.00193944549816629	0.711388645175976
PUM1	0.486667281366043	4.7111387960919e-06	1.0633679605483
NKAIN1	0.262233340930247	0.0187807425811	0.537010329252995
SNRNP40	0.610696564238458	1.79783573964221e-09	1.42006293294535
ZCCHC17	0.49139220642785	3.68489670708646e-06	1.07578815297137
SERINC2	0.227388351165163	0.0425123607295473	0.462867371686385
PEF1	0.635888693388825	2.33335829907328e-10	1.50248187073561
COL16A1	0.251669446143787	0.024325353488713	0.514388698870503
SPOCD1	-0.307732963396222	0.00548875837519323	-0.636078582522686
PTP4A2	0.548300719092843	1.40322102762368e-07	1.23189664757363
KHDRBS1	0.251669446143787	0.024325353488713	0.514388698870503
TMEM39B	0.435020272336708	5.51992916758301e-05	0.932144404897074
KPNA6	0.696616355567372	7.2007948813923e-13	1.72139300967324
TXLNA	0.687273638309134	1.91933381052888e-12	1.6855407091208
CCDC28B	0.252837285801066	0.0236508870416846	0.516883101795498
IQCC	0.663916845163539	1.91118763665771e-11	1.59957103329776
TMEM234	0.718809521500763	5.99586516867207e-14	1.8103548923879
EIF3I	0.65807764687714	3.2895886105222e-11	1.57883049261634
MTMR9LP	0.383635327416398	0.00044347860762987	0.808630820388915
FAM167B	0.333418222153369	0.00250917814535362	0.693338186485957
HDAC1	0.733987224600324	9.51188370404536e-15	1.87463445427741
MARCKSL1	0.362614213585363	0.00094791977004139	0.759785247092333
TSSK3	0.279697597918501	0.0119816310583936	0.574707950651133
BSDC1	0.702455553853771	3.82781186542551e-13	1.74426331864511
ZBTB8B	0.295749546107284	0.00773329889633933	0.609710555514948
ZBTB8A	0.285536796204899	0.0102460306798546	0.587400153530732
ZBTB8OS	0.482901698285177	5.71522461795621e-06	1.05352305907854
RBBP4	0.589178559865369	8.96967853822155e-09	1.35281386483269
KIAA1522	0.590342946754914	8.24720184746821e-09	1.35638460756508
YARS	0.487573056914296	4.49566591904198e-06	1.06574309933104
S100PBP	0.368453411871762	0.000771507946618263	0.773264771867153
HPCA	0.356218234555298	0.00118257233607304	0.745095600347763
TMEM54	0.37779612913	0.000550474146309868	0.794972687990598
RNF19B	0.521440406975409	7.06700599596678e-07	1.15663205682007
AK2	0.765518895346877	1.34591472823825e-16	2.01882491039062
TRIM62	0.51676904834629	9.23157099569586e-07	1.14384302525885
ZNF362	0.51910472766085	8.08112595971846e-07	1.15022692797996
PHC2	0.710630431454729	1.53970866661467e-13	1.77691259986034
ZSCAN20	0.463048424111422	1.52540855969607e-05	1.00236958447114
SMIM12	0.717637469398407	6.87743033034049e-14	1.80551324648972
DLGAP3	0.418675424282914	0.000111111698674312	0.892169664485577
ZMYM6	0.258676484087465	0.0205123067389309	0.529378914733552
ZMYM1	0.223641294369072	0.0461343721471415	0.454971697062555
ZMYM4	0.4700554620551	1.0862482645814e-05	1.02028305266676
KIAA0319L	0.719973148712967	5.22887010240341e-14	1.81517846244718
NCDN	0.440859470623106	4.26157757978574e-05	0.946594233327541
TFAP2E	0.512097689717171	1.20115794628303e-06	1.13113796228665
PSMB2	0.710630431454729	1.53970866661467e-13	1.77691259986034
CLSPN	0.243336492744892	0.0296286519673922	0.496635118683363
AGO4	0.348463223308211	0.00153699085094636	0.727387025681408
AGO1	0.624871339423876	5.82873502769113e-10	1.46591485389363
ADPRHL2	0.631958727016586	3.2479784681576e-10	1.48934115865971
COL8A2	0.274045653584762	0.0138994970556374	0.562465541206995
TRAPPC3	0.77134401633987	5.69592811332089e-17	2.04727524940826
MAP7D1	0.490210975162398	3.919670086176e-06	1.07267601964323
THRAP3	0.682751671431003	3.04494374711554e-12	1.66850079408126
SH3D21	0.485486050100592	5.0067278464902e-06	1.06027463573512
STK40	0.598884251583942	4.40871414044967e-09	1.38281128713933
LSM10	0.579984551336717	1.72090884008955e-08	1.32487885520564
OSCP1	0.610696564238458	1.79783573964221e-09	1.42006293294535
MRPS15	0.539822688311364	2.3732735037387e-07	1.20781067591356
MEAF6	0.731186438292135	1.34856489626925e-14	1.86254419475924
SNIP1	0.6803892089001	3.86255446301678e-12	1.65967673981505
GNL2	0.329563523060986	0.002834043184709	0.684677030807713
MANEAL	0.220890246639442	0.0489527908231436	0.449183655966767
YRDC	0.655583352325617	4.13344724526688e-11	1.57005659487132
MTF1	0.58234701386762	1.45840874942614e-08	1.33201356462335
INPP5B	0.631962430510973	3.24697348395659e-10	1.48935349077805
SF3A3	0.746538159765387	1.88266048574872e-15	1.93017763320564
FHL3	0.261052109664795	0.0193413404671865	0.534474254483843
UTP11L	0.528010375656848	4.82025855044631e-07	1.17476475703464
RRAGC	0.556359926027686	8.39954639158662e-08	1.25509140344095
MYCBP	0.592978095256684	6.81138107536618e-09	1.36449355518946
GJA9	0.255738067674067	0.0220440808725184	0.523085747981628
AKIRIN1	0.50674821287872	1.61603698561525e-06	1.11668933823429
NDUFS5	0.486667281366043	4.7111387960919e-06	1.0633679605483
MACF1	0.460680193526109	1.70803473025047e-05	0.996348764255731
PABPC4	0.459498962260658	1.80657695225695e-05	0.993351922230843
PPIE	0.694418504537362	9.0989472695335e-13	1.71287839182209
TRIT1	0.590370011866058	8.2310869678451e-09	1.35646769574354
MYCL	0.440599262013433	4.31143010537537e-05	0.945948360164284
CAP1	0.6047904079112	2.82826462798286e-09	1.40133220300676
PPT1	0.543366382107718	1.90861322653313e-07	1.21783991411927
RLF	0.309482591548309	0.00521468661684503	0.639946185988379
ZMPSTE24	0.510291906675075	1.32843557275994e-06	1.12624874112478
SMAP2	0.565809776151298	4.52176888290422e-08	1.28267565613257
EXO5	0.571715932478556	3.04018389694608e-08	1.30013656754341
ZNF684	0.28703919750473	0.00983665068736784	0.590673220183332
RIMS3	0.497298362755108	2.69646731926657e-06	1.09142084408251
NFYC	0.721732303190904	4.24592539469317e-14	1.82250262746183
KCNQ4	0.243925685795357	0.0292240630080686	0.497887862847134
CITED4	0.255145953337537	0.0223642800433638	0.521818853617564
CTPS1	0.474854968711528	8.57123360441153e-06	1.03264046312743
SLFNL1	0.42060460963447	0.000102495063059692	0.896852711981091
SCMH1	0.629596264485683	3.95351569125043e-10	1.48149398481785
HIVEP3	0.385575171291698	0.000412385432074774	0.813184026219177
FOXJ3	0.678733192004187	4.55734414624588e-12	1.65352278012806
RIMKLA	0.328303543973832	0.00294811874585305	0.681851340054265
ZMYND12	0.450296117690884	2.77709237736608e-05	0.970143296224053
PPCS	0.457472151438946	1.98813065192006e-05	0.988219393117447
CCDC30	0.221262337230652	0.0485634964643257	0.449966077814145
PPIH	0.67753718637951	5.13221628957497e-12	1.64909421335317
YBX1	0.681125203253541	3.58754446475884e-12	1.66242007299343
CCDC23	0.66198911325871	2.28949034771394e-11	1.59269232075002
ERMAP	0.653617073885971	4.94128207892528e-11	1.56317544763169
ZNF691	0.620128916395015	8.54996449260299e-10	1.45042906159209
SLC2A1	0.370163740837526	0.000725818226265995	0.777225651027043
EBNA1BP2	0.606972854523569	2.39485286864116e-09	1.40822879163168
MPL	0.316343487727062	0.00425331326668462	0.655157470288631
ELOVL1	0.539996539541657	2.34817581651226e-07	1.20830143616391
MED8	0.669165147006772	1.16096393091051e-11	1.61845955112806
SZT2	0.693085259500311	1.0475860463754e-12	1.70773775010282
HYI	0.437140055819437	5.02781941414865e-05	0.937379515170684
PTPRF	0.359399690215433	0.00105997263917278	0.75239275626924
KDM4A	0.654813079510648	4.43354287902356e-11	1.56735726970737
ST3GAL3	0.55076059016375	1.20149440913831e-07	1.23894484048895
IPO13	0.488568297680547	4.26959814944741e-06	1.06835601078984
DPH2	0.641657017639201	1.42371893963054e-10	1.521970808291
ATP6V0B	0.452688128940238	2.48639375081568e-05	0.976152212985043
B4GALT2	0.388103825207681	0.000374851564510577	0.8191313212039
CCDC24	0.444316089567499	3.64822994746593e-05	0.955191567917249
SLC6A9	0.27328728523869	0.0141760438602495	0.560826014808606
DMAP1	0.531624500168919	3.89187543207112e-07	1.18481389165586
ERI3	0.471824218935069	9.95847214335906e-06	1.02482872868906
RNF220	0.691893308583416	1.18747418812922e-12	1.70315735809135
TMEM53	0.465844190811685	1.33333504892576e-05	1.00949902104324
BTBD19	0.373751757711557	0.000637875847469105	0.785553939545777
PLK3	0.496943249293707	2.74803141976419e-06	1.09047748587627
RPS8	0.539996539541657	2.34817581651226e-07	1.20830143616391
PTCH2	0.234418476201123	0.0363525055375134	0.477719561816994
EIF2B3	0.675145175130156	6.49787819948684e-12	1.64027672239823
HECTD3	0.561524640785843	6.00210514447475e-08	1.27011433992182
UROD	0.590228775778091	8.31551209678185e-09	1.35603415473961
HPDL	0.45269608780218	2.48547574098605e-05	0.976172233520074
MUTYH	0.555544612662458	8.8525979522363e-08	1.25273131254727
TESK2	0.59860081515083	4.5026261180779e-09	1.38192762951644
TOE1	0.683517214502895	2.81773377709721e-12	1.67137161408329
CCDC163P	0.464648185187008	1.4125538124575e-05	1.0064462174267
MMACHC	0.516076427048118	9.6013895238007e-07	1.14195399142794
PRDX1	0.618932910770338	9.40779223378654e-10	1.44654706729274
AKR1A1	0.58664075890406	1.07588869564115e-08	1.34505728196475
NASP	0.318735498976416	0.00395724842679442	0.660477969469988
CCDC17	0.29262923472768	0.00843629050652593	0.602878640661734
GPBP1L1	0.461060168312977	1.67741903412644e-05	0.997313658713655
TMEM69	0.529232488919565	4.48510998751465e-07	1.17815688218894
IPP	0.322323515850447	0.00354750840717804	0.668475695414435
MAST2	0.340263600220601	0.00201360068976831	0.708781229213629
PIK3R3	0.294815386482876	0.00793815453689104	0.607663773593743
POMGNT1	0.633284978266462	2.90649044868466e-10	1.493763550971
LURAP1	0.440730655510785	4.28618945203587e-05	0.946274473717906
LRRC41	0.484980280806516	5.13853998253058e-06	1.05895158260367
UQCRH	0.59860081515083	4.5026261180779e-09	1.38192762951644
NSUN4	0.635676989515816	2.37558617474801e-10	1.50177119291995
FAAH	0.274483290863367	0.0137420430892001	0.563412010123263
MKNK1	0.700261293248373	4.86237024581099e-13	1.73562610250385
MOB3C	0.636872995140493	2.14628250952265e-10	1.50579034173339
ATPAF1	0.628500955767754	4.32831716867485e-10	1.47786892018841
EFCAB14	0.61414888827163	1.37354947453516e-09	1.43111151843065
STIL	0.366575723963495	0.000824671325359609	0.768922958449154
CMPK1	0.529232488919565	4.48510998751465e-07	1.17815688218894
SPATA6	0.270298855211499	0.0153126538780676	0.554372411215119
AGBL4	0.389802713801581	0.000351421386479718	0.823134758658724
BEND5	0.512488410174087	1.175175800027e-06	1.13219746302364
FAF1	0.639265006389847	1.74961869220747e-10	1.5138596544915
RNF11	0.520860449546826	7.30695369790956e-07	1.15503964685919
EPS15	0.353419662092048	0.00130088736132457	0.738692295219264
NRD1	0.535212517042949	3.13937801487404e-07	1.19484382280293
TXNDC12	0.68949724262628	1.52497102441798e-12	1.69399349232331
KTI12	0.599796820775507	4.11887642489406e-09	1.38565954694176
BTF3L4	0.547172573289719	1.50611717677225e-07	1.22867330145651
ZFYVE9	0.600992826400184	3.76645109050391e-09	1.38939983661208
CC2D1B	0.65002905701194	6.82109371114332e-11	1.55069804604684
ORC1	0.313951476477708	0.00456891454607188	0.649845911041675
PRPF38A	0.697869281999019	6.29574743050049e-13	1.72626961560827
ZCCHC11	0.336081519628104	0.00230466030305561	0.699336998505532
ZYG11B	0.379731785834942	0.000512641925847742	0.799492413185393
ZYG11A	0.253252190140788	0.0234151277461674	0.517769679516056
ECHDC2	0.526840477670211	5.16315984092701e-07	1.1715232438171
SCP2	0.494548325803932	3.12077231360667e-06	1.08412688308553
PODN	0.317541354241827	0.00410267487936227	0.657820735414146
CPT2	0.687105231376926	1.95289830412353e-12	1.68490252688811
MAGOH	0.619534544245825	8.96647763068069e-10	1.44849868184963
LRP8	0.380930023826825	0.000490429246327752	0.802294168046715
NDC1	0.358203684590756	0.00110464018782481	0.749647297891598
YIPF1	0.720593388867882	4.85960224673092e-14	1.81775639540564
HSPB11	0.49933234830264	2.41823074717382e-06	1.09683267577965
LRRC42	0.706245460187567	2.51921357709018e-13	1.75930607821423
TMEM59	0.665577130132741	1.63413367268359e-11	1.60552069743505
TCEANC2	0.581856736405352	1.50953462939011e-08	1.33053047602021
